period,registration_type,brand,nameplate,model,trim_label,grade,drive,range_km,battery_kwh,powertrain_hint,segment,body_type,market_position,powertrain,brand_segment,units,raw_label
2025-09,RY1,BYD,Seal,Seal,STD RWD,STD,RWD,,,,D,SEDAN,UPPER,BEV,MASS,6.0,BYD BYD SEAL STD RWD
2025-09,RY1,Leapmotor,Leapmotor C10,Leapmotor C10,EV,,,,,BEV,C,CROSSOVER,UPPER,BEV,MASS,6.0,LEAPMOTOR C10 EV
2025-09,RY1,MG,MG Cyberster,MG Cyberster,,,,,,,D,COUPE,LUXURY,BEV,MASS,6.0,MG CYBERSTER
2025-09,RY1,Chery,Omoda C5,Omoda C5,EV Long Range Dynamic,LONG RANGE,,,,BEV,B,CROSSOVER,VOLUME,BEV,MASS,6.0,OMODA C5 EV Long Range Dynamic
2025-10,RY1,Deepal,Deepal E07,Deepal E07,PLUS,PLUS,,,,,D,SUV,LUXURY,BEV,MASS,6.0,DEEPAL E07 PLUS
2025-10,RY1,Chery,Omoda C5,Omoda C5,EV Long Range Dynamic,LONG RANGE,,,,BEV,B,CROSSOVER,VOLUME,BEV,MASS,6.0,OMODA C5 EV Long Range Dynamic
2025-11,RY1,GWM,Haval H6,Haval H6,HYBRID,,,,,HEV,C,CROSSOVER,UPPER,MIXED,MASS,6.0,HAVAL H6 HYBRID
2025-11,RY1,MG,MG Extender,MG Extender Double Cab,,,,,,,F,PICKUP,VOLUME,ICE,MASS,6.0,MG MG EXTENDER
2025-11,RY1,MG,MG ZS EV,MG ZS EV,,,,,,,B,CROSSOVER,VOLUME,BEV,MASS,6.0,MG ZS EV
2025-11,RY1,Riddara,Horizon,Riddara Horizon Double Cab,4WD,,4WD,,,,F,PICKUP,UPPER,BEV,MASS,6.0,RIDDARA HORIZON 4WD
2025-12,RY1,Deepal,Deepal E07,Deepal E07,PLUS,PLUS,,,,,D,SUV,LUXURY,BEV,MASS,6.0,DEEPAL E07 PLUS
2025-12,RY1,MG,MG ES,MG ES,,,,,,,C,CROSSOVER,VOLUME,BEV,MASS,6.0,MG ES
2026-01,RY1,Avatr,Avatr 11,Avatr 11,STANDARD RANGE,STANDARD RANGE,,,,,D,CROSSOVER,LUXURY,BEV,PREMIUM_TECH,5.0,AVATR AVATR 11 STANDARD RANGE
2026-01,RY1,Deepal,Deepal Hunter K50,Deepal Hunter K50,,,,,,,F,PICKUP,UPPER,PHEV,MASS,5.0,DEEPAL HUNTER K50
2022-02,RY1,Tesla,Model 3,Model 3,STANDARD PLUS,STANDARD,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,5.0,TESLA MODEL 3 STANDARD PLUS
2022-02,RY1,Tesla,Model Y,Model Y,STANDARD RANGE,STANDARD RANGE,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,5.0,TESLA MODEL Y STANDARD RANGE
2022-02,RY2,MG,MG Extender,MG Extender Double Cab,,,,,,,F,PICKUP,VOLUME,ICE,MASS,5.0,MG MG EXTENDER
2022-05,RY1,Tesla,Model 3,Model 3,LONG RANGE,LONG RANGE,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,5.0,TESLA MODEL 3 LONG RANGE
2022-07,RY1,Tesla,Model 3,Model 3,PERFORMANCE,PERFORMANCE,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,5.0,TESLA MODEL 3 PERFORMANCE
2022-07,RY1,Tesla,Model Y,Model Y,STANDARD RANGE,STANDARD RANGE,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,5.0,TESLA MODEL Y STANDARD RANGE
2022-07,RY2,MG,MG Extender,MG Extender Double Cab,,,,,,,F,PICKUP,VOLUME,ICE,MASS,5.0,MG MG EXTENDER
2022-09,RY1,Tesla,Model Y,Model Y,STANDARD RANGE,STANDARD RANGE,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,5.0,TESLA MODEL Y STANDARD RANGE
2022-11,RY1,Tesla,Model 3,Model 3,LONG RANGE,LONG RANGE,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,5.0,TESLA MODEL 3 LONG RANGE
2023-03,RY1,GWM,Haval H6,Haval H6,HEV PRO,PRO,,,,HEV,C,CROSSOVER,UPPER,MIXED,MASS,5.0,HAVAL H6 HEV PRO
2023-06,RY3,BYD,BYD T3,BYD T3,,,,,,,UNKNOWN,VAN,VOLUME,BEV,MASS,5.0,BYD T3
2023-07,RY3,BYD,BYD T3,BYD T3,,,,,,,UNKNOWN,VAN,VOLUME,BEV,MASS,5.0,BYD T3
2023-08,RY1,BYD,BYD M6,BYD M6,,,,,,,C,MPV,VOLUME,BEV,MASS,5.0,BYD E6
2023-09,RY3,BYD,BYD T3,BYD T3,,,,,,,UNKNOWN,VAN,VOLUME,BEV,MASS,5.0,BYD T3
2023-10,RY1,Wuling,Wuling Air EV,Wuling Air EV,SR,,,,,,A,HATCHBACK,ENTRY,BEV,BUDGET,5.0,WULING Air EV SR
2023-11,RY1,BYD,Seal,Seal,EXD AWD,,AWD,,,,D,SEDAN,UPPER,BEV,MASS,5.0,BYD BYD SEAL EXD AWD
2024-04,RY1,Tesla,Model 3,Model 3,PERFORMANCE,PERFORMANCE,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,5.0,TESLA Model 3 Performance
2024-06,RY1,MG,MG ES,MG ES,,,,,,,C,CROSSOVER,VOLUME,BEV,MASS,5.0,MG ES
2024-08,RY1,Wuling,Wuling Air EV,Wuling Air EV,SR,,,,,,A,HATCHBACK,ENTRY,BEV,BUDGET,5.0,WULING Air EV SR
2024-08,RY1,Wuling,Wuling Bingo,Wuling Bingo,SRD,,,,,,A,HATCHBACK,ENTRY,BEV,BUDGET,5.0,WULING Binguo SRD
2024-08,RY3,BYD,BYD T3,BYD T3,,,,,,,UNKNOWN,VAN,VOLUME,BEV,MASS,5.0,BYD T3
2024-12,RY1,BYD,Dolphin,Dolphin,EXD,,,,,,B,HATCHBACK,VOLUME,BEV,MASS,5.0,BYD BYD DOLPHIN EXD
2024-12,RY1,MG,MG ES,MG ES,,,,,,,C,CROSSOVER,VOLUME,BEV,MASS,5.0,MG ES
2024-12,RY3,BYD,BYD T3,BYD T3,,,,,,,UNKNOWN,VAN,VOLUME,BEV,MASS,5.0,BYD T3
2025-01,RY1,BYD,Dolphin,Dolphin,STD,STD,,,,,B,HATCHBACK,VOLUME,BEV,MASS,5.0,BYD BYD DOLPHIN STD
2025-02,RY1,Deepal,Deepal E07,Deepal E07,PERFORMANCE AWD,PERFORMANCE,AWD,,,,D,SUV,LUXURY,BEV,MASS,5.0,DEEPAL E07 PERFORMANCE AWD
2025-02,RY1,Deepal,Deepal E07,Deepal E07,PLUS,PLUS,,,,,D,SUV,LUXURY,BEV,MASS,5.0,DEEPAL E07 PLUS
2025-02,RY1,Riddara,Horizon,Riddara Horizon Double Cab,4WD,,4WD,,,,F,PICKUP,UPPER,BEV,MASS,5.0,RIDDARA HORIZON 4WD
2025-02,RY1,Tesla,Model Y,Model Y,PERFORMANCE,PERFORMANCE,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,5.0,TESLA MODEL Y PERFORMANCE
2025-02,RY3,BYD,BYD T3,BYD T3,,,,,,,UNKNOWN,VAN,VOLUME,BEV,MASS,5.0,BYD T3
2025-03,RY1,Aion,Aion ES,Aion ES,,,,,,,C,SEDAN,VOLUME,BEV,MASS,5.0,AION AION ES
2025-03,RY1,Riddara,RD6,Riddara RD6 Double Cab,2WD,,2WD,,,,F,PICKUP,UPPER,BEV,MASS,5.0,RIDDARA RD6 2WD
2025-03,RY3,BYD,BYD T3,BYD T3,,,,,,,UNKNOWN,VAN,VOLUME,BEV,MASS,5.0,BYD T3
2025-04,RY1,BYD,Sealion 6 DM-i,Sealion 6 DM-i,,,,,,,C,CROSSOVER,VOLUME,PHEV,MASS,5.0,BYD BYD SEALION 6
2025-04,RY1,MG,MG HS,MG HS,,,,,,,C,CROSSOVER,MIXED,MIXED,MASS,5.0,MG HS
2025-04,RY1,Wuling,Wuling Air EV,Wuling Air EV,LR,,,,,,A,HATCHBACK,ENTRY,BEV,BUDGET,5.0,WULING Air EV LR
2025-05,RY1,Wuling,Wuling Air EV,Wuling Air EV,LR,,,,,,A,HATCHBACK,ENTRY,BEV,BUDGET,5.0,WULING Air EV LR
2025-07,RY1,Deepal,Deepal S05,Deepal S05,PLUS,PLUS,,,,,B,CROSSOVER,VOLUME,MIXED,MASS,5.0,DEEPAL S05 PLUS
2025-07,RY1,Wuling,Wuling Air EV,Wuling Air EV,LR,,,,,,A,HATCHBACK,ENTRY,BEV,BUDGET,5.0,WULING Air EV LR
2025-08,RY1,Aion,Hyptec HT,Hyptec HT,620 LUXURY,LUXURY,,620.0,,,D,CROSSOVER,UPPER,BEV,MASS,5.0,AION HYPTEC HT 620 LUXURY
2025-08,RY1,Avatr,Avatr 11,Avatr 11,STANDARD RANGE,STANDARD RANGE,,,,,D,CROSSOVER,LUXURY,BEV,PREMIUM_TECH,5.0,AVATR AVATR 11 STANDARD RANGE
2025-08,RY1,GWM,Tank 500,Tank 500,,,,,,,E,PPV,LUXURY,HEV,MASS,5.0,GWM TANK 500 HYBRID
2025-08,RY1,Riddara,Horizon,Riddara Horizon Double Cab,4WD,,4WD,,,,F,PICKUP,UPPER,BEV,MASS,5.0,RIDDARA HORIZON 4WD
2025-09,RY1,Aion,Aion ES,Aion ES,,,,,,,C,SEDAN,VOLUME,BEV,MASS,5.0,AION AION ES
2025-09,RY1,BYD,Sealion 6 DM-i,Sealion 6 DM-i,,,,,,,C,CROSSOVER,VOLUME,PHEV,MASS,5.0,BYD BYD SEALION 6
2025-09,RY1,Deepal,Deepal L07,Deepal L07,S,,,,,,D,SEDAN,UPPER,BEV,MASS,5.0,DEEPAL L07 S
2025-09,RY1,GWM,Tank 500,Tank 500,,,,,,,E,PPV,LUXURY,HEV,MASS,5.0,GWM TANK 500 HYBRID
2025-09,RY1,Wuling,Wuling Bingo,Wuling Bingo,SRD,,,,,,A,HATCHBACK,ENTRY,BEV,BUDGET,5.0,WULING Binguo SRD
2025-10,RY1,BYD,Sealion 6 DM-i,Sealion 6 DM-i,,,,,,,C,CROSSOVER,VOLUME,PHEV,MASS,5.0,BYD BYD SEALION 6
2025-10,RY1,Deepal,Deepal E07,Deepal E07,PERFORMANCE AWD,PERFORMANCE,AWD,,,,D,SUV,LUXURY,BEV,MASS,5.0,DEEPAL E07 PERFORMANCE AWD
2025-10,RY1,Riddara,Horizon,Riddara Horizon Double Cab,4WD,,4WD,,,,F,PICKUP,UPPER,BEV,MASS,5.0,RIDDARA HORIZON 4WD
2025-10,RY1,Riddara,RD6,Riddara RD6 Double Cab,2WD,,2WD,,,,F,PICKUP,UPPER,BEV,MASS,5.0,RIDDARA RD6 2WD
2025-11,RY1,BYD,Atto 3,Atto 3,,,,,,,B,CROSSOVER,VOLUME,BEV,MASS,5.0,BYD BYD ATTO 3
2025-11,RY1,GWM,Haval H6,Haval H6,HEV ULTRA,ULTRA,,,,HEV,C,CROSSOVER,UPPER,MIXED,MASS,5.0,HAVAL H6 HEV ULTRA
2025-12,RY1,Aion,Hyptec HT,Hyptec HT,620 LUXURY,LUXURY,,620.0,,,D,CROSSOVER,UPPER,BEV,MASS,5.0,AION HYPTEC HT 620 LUXURY
2025-12,RY1,GWM,Haval H6,Haval H6,HEV ULTRA,ULTRA,,,,HEV,C,CROSSOVER,UPPER,MIXED,MASS,5.0,HAVAL H6 HEV ULTRA
2025-12,RY1,Tesla,Model 3,Model 3,LONG RANGE,LONG RANGE,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,5.0,TESLA MODEL 3 LONG RANGE
2026-01,RY1,Riddara,RD6,Riddara RD6 Double Cab,86KWH 2WD,,2WD,,86.0,,F,PICKUP,UPPER,BEV,MASS,4.0,RIDDARA RD6 86KWH 2WD
2022-01,RY1,Tesla,Model 3,Model 3,LONG RANGE,LONG RANGE,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,4.0,TESLA MODEL 3 LONG RANGE
2022-02,RY1,Tesla,Model Y,Model Y,LONG RANGE,LONG RANGE,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,4.0,TESLA MODEL Y LONG RANGE
2022-02,RY1,Tesla,Model Y,Model Y,STANDARD,STANDARD,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,4.0,TESLA MODEL Y STANDARD
2022-03,RY1,Tesla,Model 3,Model 3,PERFORMANCE,PERFORMANCE,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,4.0,TESLA MODEL 3 PERFORMANCE
2022-03,RY1,Tesla,Model Y,Model Y,LONG RANGE,LONG RANGE,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,4.0,TESLA MODEL Y LONG RANGE
2022-04,RY1,Tesla,Model 3,Model 3,LONG RANGE PLUS,LONG RANGE,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,4.0,TESLA MODEL 3 LONG RANGE PLUS
2022-04,RY1,Tesla,Model 3,Model 3,STANDARD PLUS,STANDARD,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,4.0,TESLA MODEL 3 STANDARD PLUS
2022-05,RY1,BYD,BYD M6,BYD M6,,,,,,,C,MPV,VOLUME,BEV,MASS,4.0,BYD E6
2022-05,RY1,Tesla,Model Y,Model Y,Rear-Wheel Drive,,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,4.0,TESLA Model Y Rear-Wheel Drive
2022-06,RY1,Tesla,Model Y,Model Y,STANDARD,STANDARD,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,4.0,TESLA MODEL Y STANDARD
2022-07,RY1,BYD,BYD M6,BYD M6,,,,,,,C,MPV,VOLUME,BEV,MASS,4.0,BYD E6
2022-08,RY1,BYD,BYD M6,BYD M6,,,,,,,C,MPV,VOLUME,BEV,MASS,4.0,BYD E6
2022-08,RY1,Tesla,Model 3,Model 3,PERFORMANCE,PERFORMANCE,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,4.0,TESLA MODEL 3 PERFORMANCE
2022-09,RY1,MG,MG VS HEV,MG VS HEV,,,,,,,B,CROSSOVER,VOLUME,HEV,MASS,4.0,MG VS HEV
2022-10,RY1,Tesla,Model 3,Model 3,LONG RANGE PLUS,LONG RANGE,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,4.0,TESLA MODEL 3 LONG RANGE PLUS
2022-11,RY1,Tesla,Model Y,Model Y,Rear-Wheel Drive,,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,4.0,TESLA Model Y Rear-Wheel Drive
2022-11,RY1,Tesla,Model 3,Model 3,PERFORMANCE,PERFORMANCE,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,4.0,TESLA MODEL 3 PERFORMANCE
2022-11,RY2,MG,MG Extender,MG Extender Double Cab,,,,,,,F,PICKUP,VOLUME,ICE,MASS,4.0,MG MG EXTENDER
2022-12,RY1,Tesla,Model 3,Model 3,LONG RANGE,LONG RANGE,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,4.0,TESLA MODEL 3 LONG RANGE
2023-01,RY1,Tesla,Model 3,Model 3,LONG RANGE,LONG RANGE,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,4.0,TESLA MODEL 3 LONG RANGE
2023-03,RY1,MG,MG3,MG3,NEW,,,,,,B,HATCHBACK,VOLUME,HEV,MASS,4.0,MG NEW MG3
2023-06,RY1,GWM,Haval H6,Haval H6,HEV PRO,PRO,,,,HEV,C,CROSSOVER,UPPER,MIXED,MASS,4.0,HAVAL H6 HEV PRO
2023-09,RY1,BYD,BYD M6,BYD M6,,,,,,,C,MPV,VOLUME,BEV,MASS,4.0,BYD E6
2023-09,RY1,GWM,Haval H6,Haval H6,HEV PRO,PRO,,,,HEV,C,CROSSOVER,UPPER,MIXED,MASS,4.0,HAVAL H6 HEV PRO
2023-11,RY1,Tesla,Model 3,Model 3,Rear-Wheel Drive,,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,4.0,TESLA Model 3 Rear-Wheel Drive
2023-12,RY1,Tesla,Model 3,Model 3,LONG RANGE,LONG RANGE,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,4.0,TESLA MODEL 3 LONG RANGE
2024-02,RY3,BYD,BYD T3,BYD T3,,,,,,,UNKNOWN,VAN,VOLUME,BEV,MASS,4.0,BYD T3
2024-07,RY1,MG,MG3,MG3,NEW,,,,,,B,HATCHBACK,VOLUME,HEV,MASS,4.0,MG NEW MG3
2024-10,RY1,Aion,Aion ES,Aion ES,,,,,,,C,SEDAN,VOLUME,BEV,MASS,4.0,AION AION ES
2024-10,RY1,Changan,Changan Lumin,Changan Lumin,,,,,,,A,HATCHBACK,ENTRY,BEV,MASS,4.0,CHANGAN LUMIN
2024-12,RY1,Wuling,Wuling Air EV,Wuling Air EV,LR,,,,,,A,HATCHBACK,ENTRY,BEV,BUDGET,4.0,WULING Air EV LR
2025-01,RY1,BYD,Atto 3,Atto 3,410KM-PREMIUM,PREMIUM,,410.0,,,B,CROSSOVER,VOLUME,BEV,MASS,4.0,BYD BYD ATTO3 (410KM-PREMIUM)
2025-02,RY1,Riddara,Horizon,Riddara Horizon Double Cab,PRO 4WD,PRO,4WD,,,,F,PICKUP,UPPER,BEV,MASS,4.0,RIDDARA HORIZON PRO 4WD
2025-02,RY1,Tesla,Model Y,Model Y,LONG RANGE,LONG RANGE,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,4.0,TESLA MODEL Y LONG RANGE
2025-02,RY1,Wuling,Wuling Air EV,Wuling Air EV,LR,,,,,,A,HATCHBACK,ENTRY,BEV,BUDGET,4.0,WULING Air EV LR
2025-03,RY1,BYD,Dolphin,Dolphin,EXD,,,,,,B,HATCHBACK,VOLUME,BEV,MASS,4.0,BYD BYD DOLPHIN EXD
2025-04,RY1,Avatr,Avatr 11,Avatr 11,STANDARD RANGE,STANDARD RANGE,,,,,D,CROSSOVER,LUXURY,BEV,PREMIUM_TECH,4.0,AVATR AVATR 11 STANDARD RANGE
2025-04,RY1,BYD,Atto 3,Atto 3,410KM-PREMIUM,PREMIUM,,410.0,,,B,CROSSOVER,VOLUME,BEV,MASS,4.0,BYD BYD ATTO3 (410KM-PREMIUM)
2025-04,RY1,MG,MG ES,MG ES,,,,,,,C,CROSSOVER,VOLUME,BEV,MASS,4.0,MG ES
2025-05,RY1,Avatr,Avatr 11,Avatr 11,STANDARD RANGE,STANDARD RANGE,,,,,D,CROSSOVER,LUXURY,BEV,PREMIUM_TECH,4.0,AVATR AVATR 11 STANDARD RANGE
2025-06,RY1,BYD,Sealion 6 DM-i,Sealion 6 DM-i,,,,,,,C,CROSSOVER,VOLUME,PHEV,MASS,4.0,BYD BYD SEALION 6
2025-06,RY1,Chery,Omoda C5,Omoda C5,EV Long Range Plus,LONG RANGE,,,,BEV,B,CROSSOVER,VOLUME,BEV,MASS,4.0,OMODA C5 EV Long Range Plus
2025-07,RY1,Riddara,RD6,Riddara RD6 Double Cab,86KWH 2WD,,2WD,,86.0,,F,PICKUP,UPPER,BEV,MASS,4.0,RIDDARA RD6 86KWH 2WD
2025-08,RY1,BYD,Atto 3,Atto 3,410KM-DYNAMIC,DYNAMIC,,410.0,,,B,CROSSOVER,VOLUME,BEV,MASS,4.0,BYD BYD ATTO3 (410KM-DYNAMIC)
2025-08,RY1,BYD,Dolphin,Dolphin,STD,STD,,,,,B,HATCHBACK,VOLUME,BEV,MASS,4.0,BYD BYD DOLPHIN STD
2025-08,RY1,GWM,Tank 500,Tank 500,,,,,,,E,PPV,LUXURY,HEV,MASS,4.0,GWM GWM TANK 500
2025-08,RY3,BYD,BYD T3,BYD T3,,,,,,,UNKNOWN,VAN,VOLUME,BEV,MASS,4.0,BYD T3
2025-09,RY1,XPeng,XPeng G6,XPeng G6,AWD Performance,PERFORMANCE,AWD,,,,D,CROSSOVER,UPPER,BEV,PREMIUM_TECH,4.0,XPENG G6 AWD Performance
2025-09,RY1,XPeng,XPeng G6,XPeng G6,RWD Long Range,LONG RANGE,RWD,,,,D,CROSSOVER,UPPER,BEV,PREMIUM_TECH,4.0,XPENG G6 RWD Long Range
2025-10,RY1,Aion,Aion ES,Aion ES,,,,,,,C,SEDAN,VOLUME,BEV,MASS,4.0,AION AION ES
2025-10,RY1,Changan,Changan Lumin,Changan Lumin,,,,,,,A,HATCHBACK,ENTRY,BEV,MASS,4.0,CHANGAN LUMIN
2025-11,RY1,BYD,Sealion 6 DM-i,Sealion 6 DM-i,,,,,,,C,CROSSOVER,VOLUME,PHEV,MASS,4.0,BYD BYD SEALION 6
2025-11,RY1,BYD,BYD M6,BYD M6,,,,,,,C,MPV,VOLUME,BEV,MASS,4.0,BYD E6
2025-11,RY1,Deepal,Deepal E07,Deepal E07,PLUS,PLUS,,,,,D,SUV,LUXURY,BEV,MASS,4.0,DEEPAL E07 PLUS
2025-11,RY1,Riddara,RD6,Riddara RD6 Double Cab,86KWH 2WD,,2WD,,86.0,,F,PICKUP,UPPER,BEV,MASS,4.0,RIDDARA RD6 86KWH 2WD
2025-12,RY1,BYD,Atto 3,Atto 3,,,,,,,B,CROSSOVER,VOLUME,BEV,MASS,4.0,BYD BYD ATTO 3
2025-12,RY1,Riddara,Horizon,Riddara Horizon Double Cab,PRO 4WD,PRO,4WD,,,,F,PICKUP,UPPER,BEV,MASS,4.0,RIDDARA HORIZON PRO 4WD
2025-12,RY1,Wuling,Wuling Bingo,Wuling Bingo,SRDTH CCS2,,,,,,A,HATCHBACK,ENTRY,BEV,BUDGET,4.0,WULING Bingou SRDTH CCS2
2025-12,RY1,XPeng,XPeng G6,XPeng G6,LONG RANGE,LONG RANGE,,,,,D,CROSSOVER,UPPER,BEV,PREMIUM_TECH,4.0,XPENG G6 LONG RANGE
2025-12,RY1,XPeng,XPeng X9,XPeng X9,STANDARD RANGE,STANDARD RANGE,,,,,E,MPV,LUXURY,BEV,PREMIUM_TECH,4.0,XPENG X9 STANDARD RANGE
2026-01,RY1,BYD,Sealion 6 DM-i,Sealion 6 DM-i,,,,,,,C,CROSSOVER,VOLUME,PHEV,MASS,3.0,BYD BYD SEALION 6
2026-01,RY1,Riddara,RD6,Riddara RD6 Double Cab,ECON,,,,,,F,PICKUP,UPPER,BEV,MASS,3.0,RIDDARA RD6 ECON
2026-01,RY1,Tesla,Model 3,Model 3,Rear-Wheel Drive,,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,3.0,TESLA Model 3 Rear-Wheel Drive
2026-01,RY1,Wuling,Wuling Air EV,Wuling Air EV,SR,,,,,,A,HATCHBACK,ENTRY,BEV,BUDGET,3.0,WULING Air EV SR
2022-01,RY1,BYD,BYD M6,BYD M6,,,,,,,C,MPV,VOLUME,BEV,MASS,3.0,BYD E6
2022-01,RY1,Tesla,Model 3,Model 3,LONG RANGE PLUS,LONG RANGE,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,3.0,TESLA MODEL 3 LONG RANGE PLUS
2022-02,RY1,Tesla,Model 3,Model 3,LONG RANGE PLUS,LONG RANGE,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,3.0,TESLA MODEL 3 LONG RANGE PLUS
2022-03,RY1,Tesla,Model 3,Model 3,STANDARD PLUS,STANDARD,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,3.0,TESLA MODEL 3 STANDARD PLUS
2022-03,RY1,Tesla,Model Y,Model Y,STANDARD RANGE,STANDARD RANGE,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,3.0,TESLA MODEL Y STANDARD RANGE
2022-04,RY1,Tesla,Model 3,Model 3,PERFORMANCE,PERFORMANCE,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,3.0,TESLA MODEL 3 PERFORMANCE
2022-04,RY1,Tesla,Model Y,Model Y,STANDARD RANGE,STANDARD RANGE,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,3.0,TESLA MODEL Y STANDARD RANGE
2022-06,RY1,Tesla,Model 3,Model 3,STANDARD RANGE PLUS,STANDARD RANGE,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,3.0,TESLA MODEL 3 STANDARD RANGE PLUS
2022-07,RY1,Tesla,Model Y,Model Y,Rear-Wheel Drive,,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,3.0,TESLA Model Y Rear-Wheel Drive
2022-08,RY1,Tesla,Model 3,Model 3,STANDARD PLUS,STANDARD,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,3.0,TESLA MODEL 3 STANDARD PLUS
2022-08,RY1,Tesla,Model Y,Model Y,PERFORMANCE,PERFORMANCE,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,3.0,TESLA MODEL Y PERFORMANCE
2022-09,RY1,BYD,BYD M6,BYD M6,,,,,,,C,MPV,VOLUME,BEV,MASS,3.0,BYD E6
2022-09,RY1,Tesla,Model 3,Model 3,LONG RANGE,LONG RANGE,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,3.0,TESLA MODEL 3 LONG RANGE
2022-09,RY1,Tesla,Model 3,Model 3,STANDARD PLUS,STANDARD,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,3.0,TESLA MODEL 3 STANDARD PLUS
2022-10,RY1,BYD,BYD M6,BYD M6,,,,,,,C,MPV,VOLUME,BEV,MASS,3.0,BYD E6
2022-10,RY1,Tesla,Model Y,Model Y,Rear-Wheel Drive,,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,3.0,TESLA Model Y Rear-Wheel Drive
2022-10,RY1,Tesla,Model 3,Model 3,LONG RANGE,LONG RANGE,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,3.0,TESLA MODEL 3 LONG RANGE
2022-10,RY1,Tesla,Model Y,Model Y,PERFORMANCE,PERFORMANCE,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,3.0,TESLA MODEL Y PERFORMANCE
2022-10,RY1,Tesla,Model Y,Model Y,STANDARD RANGE,STANDARD RANGE,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,3.0,TESLA MODEL Y STANDARD RANGE
2022-10,RY3,BYD,BYD T3,BYD T3,,,,,,,UNKNOWN,VAN,VOLUME,BEV,MASS,3.0,BYD T3
2022-12,RY1,Tesla,Model Y,Model Y,Rear-Wheel Drive,,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,3.0,TESLA Model Y Rear-Wheel Drive
2022-12,RY1,Tesla,Model 3,Model 3,PERFORMANCE,PERFORMANCE,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,3.0,TESLA MODEL 3 PERFORMANCE
2022-12,RY1,Tesla,Model Y,Model Y,PERFORMANCE,PERFORMANCE,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,3.0,TESLA MODEL Y PERFORMANCE
2023-03,RY1,Tesla,Model Y,Model Y,STANDARD RANGE,STANDARD RANGE,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,3.0,TESLA MODEL Y STANDARD RANGE
2023-04,RY1,MG,MG ES,MG ES,,,,,,,C,CROSSOVER,VOLUME,BEV,MASS,3.0,MG ES
2023-05,RY1,GWM,Haval H6,Haval H6,HEV PRO,PRO,,,,HEV,C,CROSSOVER,UPPER,MIXED,MASS,3.0,HAVAL H6 HEV PRO
2023-08,RY1,MG,MG3,MG3,NEW,,,,,,B,HATCHBACK,VOLUME,HEV,MASS,3.0,MG NEW MG3
2023-10,RY1,BYD,BYD M6,BYD M6,,,,,,,C,MPV,VOLUME,BEV,MASS,3.0,BYD E6
